StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Prolific-ID,Q3,Q4,Q5_1,Q5_2,Q5_7,Q6,Q7,Q8,Q9,Q9_9_TEXT,Q10,Q10_11_TEXT,Q11,Q12,Q13,Q14,Q15,Q15_7_TEXT,Q16,Q16_9_TEXT,Q17,Q18,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q33_4_TEXT,Q34,Q35,PROLIFIC_PID
2024-09-30 15:36:02,2024-09-30 15:39:57,IP Address,79.166.8.174,100,234,True,2024-09-30 15:39:57,R_23dtoAPD5AgAgKz,,,,,37.9842,23.7353,anonymous,EN,Yes,5e3628fe1cdf265e0d75cdf2,"I can use AI tools via APIs such as the OpenAI API, by writing code but I cannot develop models","Yes, I use them regularly.",8,4,4,Somewhat confident,"Yes, I am allowed to use it without restrictions.","Yes, I have used them occasionally for work.","ChatGPT,DALLÂ·E,OpenAI API,Google Bard,Microsoft Copilot",,"Generating content (e.g., text, images, code),Customer support (e.g., chatbots),Enhancing productivity or workflow,Personalization of products/services",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,1-3 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Instructor-led workshops or webinars,Hands-on practice through projects or assignments",,"Lack of time,Lack of access to resources or training",,"Some support is provided, but it's limited.","No, I have not participated, but such opportunities were offered within the last year.","Yes, it is very important.",Neither satisfied nor dissatisfied,"Yes, AI has slightly improved my job satisfaction",Somewhat comfortable,Probably yes,Probably yes,Might or might not,Probably yes,Information Services and Data Processing,Customer Service,101-250 employees,â‚¬1 million to â‚¬5 million,Greece,Female,,Master's degree,25-34 years old,5e3628fe1cdf265e0d75cdf2
2024-09-30 15:35:25,2024-09-30 15:40:06,IP Address,41.206.45.94,100,281,True,2024-09-30 15:40:07,R_2R2i5ZleIBuo6yC,,,,,-1.2841,36.8155,anonymous,EN,Yes,664b33c939ab486472a88ace,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",9,6,5,Somewhat confident,"Yes, I am allowed to use it without restrictions.","Yes, I use them regularly for my work.",ChatGPT,,"Customer support (e.g., chatbots)",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,1-3 hours,Text generation,Self-paced online courses,,Lack of time,,"Yes, there is sufficient support and resources for training.","No, I have not participated, but such opportunities were offered within the last year.","Yes, it is very important.",Somewhat satisfied,"Yes, AI has significantly improved my job satisfaction",Very comfortable,Definitely yes,Definitely yes,Definitely yes,Might or might not,Telecommunications,Other,More than 250 employees,"Less than â‚¬500,000",Kenya,Male,,Bachelor's degree,25-34 years old,664b33c939ab486472a88ace
2024-09-30 15:35:23,2024-09-30 15:40:07,IP Address,41.121.43.88,100,284,True,2024-09-30 15:40:08,R_8RltD8yvnqpNORy,,,,,-25.7599,28.2604,anonymous,EN,Yes,66c70a4678b5937ad4f46768,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",8,2,4,Somewhat confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.","ChatGPT,Google Bard,Microsoft Copilot,Jasper",,"Generating content (e.g., text, images, code),Data analysis and insights,Customer support (e.g., chatbots),Research and development",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Somewhat interested,1-3 hours,"Image generation,Speech generation","Self-paced online courses,Watching video tutorials",,"Lack of access to resources or training,Fear of AI replacing jobs",,"Yes, there is sufficient support and resources for training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Somewhat satisfied,AI has no impact on my job satisfaction,Neutral,Probably yes,Definitely yes,Definitely yes,Might or might not,Legal Services,Legal,10-49 employees,Less than â‚¬1 million,South Africa,Female,,Bachelor's degree,18-24 years old,66c70a4678b5937ad4f46768
2024-09-30 15:33:58,2024-09-30 15:40:22,IP Address,85.242.244.35,100,383,True,2024-09-30 15:40:23,R_8JIBNIh3VcZBXB6,,,,,38.7905,-9.1859,anonymous,EN,Yes,584e7a66e42c2a00013099ac,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",2,1,1,Not very confident,Iâ€™m not sure.,"No, I do not use them at work.",None of the above,,None of the above,,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,3-5 hours,"Text generation,Image generation,Speech generation",Instructor-led workshops or webinars,,"Lack of time,Lack of access to resources or training,Difficulty understanding the concepts,Lack of support from management or organization,Fear of AI replacing jobs,Uncertainty about where to start",,"No, there is little to no support for employee training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Somewhat satisfied,AI has no impact on my job satisfaction,Somewhat comfortable,Probably yes,Probably yes,Probably yes,Probably not,Retail,Finance & Accounting,10-49 employees,I do not know,Portugal,Female,,Master's degree,35-44 years old,584e7a66e42c2a00013099ac
2024-09-30 15:35:29,2024-09-30 15:40:27,IP Address,41.149.140.86,100,297,True,2024-09-30 15:40:27,R_2oHMG64e8keNyBX,,,,,-28.9984,23.9888,anonymous,EN,Yes,66acdb5739d47156da1d18be,I am aware of AI but I haven't used any AI tools,"No, I have not used them.",3,1,1,Neutral,Iâ€™m not sure.,"No, I do not use them at work.",Google Bard,,None of the above,,Iâ€™m not sure.,Somewhat interested,1-3 hours,Speech generation,Hands-on practice through projects or assignments,,No significant barriers,,"No, there is little to no support for employee training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Neither satisfied nor dissatisfied,AI tools are not being used in my company,Neutral,Might or might not,Probably yes,AI tools are not being used in my company,Might or might not,Retail,Other,10-49 employees,I do not know,South Africa,Female,,Bachelor's degree,25-34 years old,66acdb5739d47156da1d18be
2024-09-30 15:35:25,2024-09-30 15:40:29,IP Address,197.184.181.206,100,304,True,2024-09-30 15:40:30,R_2oHBNH5tmMu5vUB,,,,,-26.2309,28.0583,anonymous,EN,Yes,616eb2d976db1b90a9c2907b,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",10,1,2,Somewhat confident,Iâ€™m not sure.,Rarely,ChatGPT,,"Generating content (e.g., text, images, code),Customer support (e.g., chatbots)",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,3-5 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Watching video tutorials",,Lack of time,,"Yes, there is sufficient support and resources for training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Somewhat satisfied,AI has no impact on my job satisfaction,Somewhat comfortable,Probably yes,Probably yes,Probably yes,Might or might not,Finance and Insurance,Finance & Accounting,101-250 employees,â‚¬10 million to â‚¬50 million,South Africa,Female,,Bachelor's degree,18-24 years old,616eb2d976db1b90a9c2907b
2024-09-30 15:36:07,2024-09-30 15:40:47,IP Address,92.233.38.4,100,279,True,2024-09-30 15:40:47,R_264sMDVJpykh5jR,,,,,51.4534,-2.5077,anonymous,EN,Yes,66630581938c40734877c03b,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",5,0,0,Not confident,"Yes, I am allowed to use it without restrictions.","No, I do not use them at work.",None of the above,,None of the above,,"Yes, I see significant issues or concerns with using AI in my role.",Somewhat interested,I would prefer one-time learning dedication (not weekly recurring),"Text generation,Speech generation",Self-paced online courses,,"Lack of access to resources or training,Lack of support from management or organization,Uncertainty about where to start",,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","No, it is not very important.",Somewhat satisfied,AI tools are not being used in my company,Somewhat uncomfortable,Probably not,Probably not,Probably not,Might or might not,"Education (K-12, College, University, Adult)",Finance & Accounting,50-100 employees,â‚¬1 million to â‚¬5 million,United Kingdom of Great Britain and Northern Ireland,Female,,Master's degree,45-54 years old,66630581938c40734877c03b
2024-09-30 15:38:08,2024-09-30 15:40:54,IP Address,85.245.124.87,100,166,True,2024-09-30 15:40:56,R_8NB3Ar00zlbXXzP,,,,,32.6806,-16.7938,anonymous,EN,Yes,66c89aa8622829fc1ead2c97,"I can use AI tools via APIs such as the OpenAI API, by writing code but I cannot develop models",Rarely,10,3,0,Somewhat confident,"Yes, I am allowed to use it without restrictions.","Yes, I use them regularly for my work.",ChatGPT,,"Generating content (e.g., text, images, code)",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Somewhat interested,1-3 hours,Text generation,"Self-paced online courses,Hands-on practice through projects or assignments,Reading documentation or manuals,Watching video tutorials",,"Lack of time,Fear of AI replacing jobs",,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Extremely satisfied,AI has no impact on my job satisfaction,Neutral,Probably yes,Might or might not,Probably not,Might or might not,Software,Software Development,10-49 employees,I do not know,Portugal,Female,,Master's degree,25-34 years old,66c89aa8622829fc1ead2c97
2024-09-30 15:37:35,2024-09-30 15:41:13,IP Address,88.97.217.37,100,217,True,2024-09-30 15:41:13,R_8pfELamYyFWNAQo,,,,,51.5833,-2.9833,anonymous,EN,Yes,577bfa3c9fecfe0001a5bcbf,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",7,2,0,Not confident,Iâ€™m not sure.,"No, I do not use them at work.",None of the above,,None of the above,,"Yes, I see significant issues or concerns with using AI in my role.",Not very interested,Less than 1 hour,Text generation,"Self-paced online courses,Hands-on practice through projects or assignments,One-on-one mentoring or coaching,Watching video tutorials",,"Lack of access to resources or training,Concern that AI may not be relevant to my role,Fear of AI replacing jobs",,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","No, it is not very important.",Somewhat satisfied,AI has no impact on my job satisfaction,Very uncomfortable,Probably not,Might or might not,Definitely not,Might or might not,Hotel and Food Services,Administrative,50-100 employees,I do not know,United Kingdom of Great Britain and Northern Ireland,Female,,High school diploma or equivalent,35-44 years old,577bfa3c9fecfe0001a5bcbf
2024-09-30 15:35:28,2024-09-30 15:41:12,IP Address,147.161.162.104,100,344,True,2024-09-30 15:41:14,R_2JIsXrPhnBMMjLY,,,,,-26.2309,28.0583,anonymous,EN,Yes,610a74f133b089eeba47e4d2,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",8,6,7,Somewhat confident,"Yes, but there are some restrictions or guidelines.",Rarely,"ChatGPT,Google Bard,Microsoft Copilot",,"Customer support (e.g., chatbots),Decision-making assistance",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,3-5 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Hands-on practice through projects or assignments,Watching video tutorials",,"Lack of access to resources or training,Lack of support from management or organization,Uncertainty about where to start",,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Somewhat satisfied,AI has no impact on my job satisfaction,Somewhat comfortable,Probably yes,Probably yes,Probably not,Probably yes,Healthcare and Pharmaceuticals,Sales & Marketing,More than 250 employees,More than â‚¬50 million,South Africa,Female,,Bachelor's degree,25-34 years old,610a74f133b089eeba47e4d2
2024-09-30 15:35:39,2024-09-30 15:41:14,IP Address,41.13.140.158,100,334,True,2024-09-30 15:41:14,R_8Sx7O3y2ibHwVsl,,,,,-29.8556,31.0449,anonymous,EN,Yes,61563a4b0def9000ccc976ec,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",8,0,0,Somewhat confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.",ChatGPT,,"Enhancing productivity or workflow,Personalization of products/services,Research and development",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,1-3 hours,"Text generation,Speech generation",Self-paced online courses,,Lack of time,,"No, there is little to no support for employee training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Somewhat satisfied,AI has no impact on my job satisfaction,Somewhat comfortable,Probably yes,Definitely yes,Might or might not,Probably yes,Legal Services,Legal,101-250 employees,"Less than â‚¬500,000",South Africa,Female,,Bachelor's degree,25-34 years old,61563a4b0def9000ccc976ec
2024-09-30 15:37:59,2024-09-30 15:41:17,IP Address,91.129.107.188,100,198,True,2024-09-30 15:41:18,R_8RQGINOKc4cWSSO,,,,,58.9998,25.9856,anonymous,EN,Yes,5c681639b65acc0001efc537,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",7,3,2,Somewhat confident,"No, it is banned at my workplace.","Yes, I have used them occasionally for work.",ChatGPT,,"Data analysis and insights,Research and development,Decision-making assistance",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,Less than 1 hour,Text generation,Hands-on practice through projects or assignments,,"Lack of support from management or organization,Uncertainty about where to start",,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","No, it is not very important.",Neither satisfied nor dissatisfied,"Yes, AI has slightly improved my job satisfaction",Somewhat comfortable,Probably yes,Probably yes,Definitely yes,Probably not,Consulting,IT & Technical Support,10-49 employees,â‚¬1 million to â‚¬5 million,Estonia,Female,,Bachelor's degree,25-34 years old,5c681639b65acc0001efc537
