Start Time,End Time,Sentence,Translation
21:48.870,21:54.620,"Mariona, no hay más imágenes para ti.","Mariona, there are no more images for you."
21:55.120,21:56.780,"Gracias, tanta.","Thank you, so much."
22:02.240,22:03.960,Tienes que analizar muy bien todo.,You have to analyze everything very well.
22:04.080,22:06.360,"Sí, no, ya lo pensaré después bien todo.","Yeah, no, I'll think about it later."
22:06.480,22:07.660,Pero es brutal.,But it's brutal.
22:10.160,22:17.182,Estoy decepcionada con Adri porque venía a demostrarme que me quería y que quería un futuro conmigo.,I am disappointed with Adri because she came to prove to me that she loved me and that she wanted a future with me.
22:17.246,22:19.374,A demostrarme que tiene las cosas muy claras.,To prove to me that you are very clear.
22:19.502,22:22.690,Y yo declaro aquí no veo nada.,And I declare here I see nothing.
22:24.870,22:28.850,"Ana, es tu turno.","Ana, it's your turn."
22:30.790,22:35.166,¿Ver a Borja dejándose llevar con Andrea no te ha gustado?,Seeing Borja getting carried away with Andrea didn't you like it?
22:35.278,22:38.286,¿Has llegado a considerar que Borja te ha decepcionado?,Have you come to think that Borja has disappointed you?
22:38.398,22:40.590,¿Incluso que te avergüenzas de su actitud?,Even when you're ashamed of his attitude?
22:40.750,22:41.358,Totalmente.,Totally.
22:41.454,22:43.006,Esas actitudes me dan vergüenza.,I am ashamed of these attitudes.
22:43.118,22:44.478,Lo veo una falta de respeto.,I see it as disrespectful.
22:44.574,22:48.450,Entonces no entiendo cómo no ha sido capaz de poner un poco de freno.,Then I don't understand how he hasn't been able to put a little brake on it.
22:49.590,22:53.694,"Ana, hay imágenes de Borja para ti.","Ana, there are images of Borja for you."
22:53.822,22:56.750,¿Quieres verlas sola todas o con tus compañeras?,Do you want to see them all alone or with your companions?
22:56.830,22:57.570,Adelante.,Go ahead.
22:58.150,23:01.246,"Dejamos y terminar la frase, por favor.","We'll stop and finish the sentence, please."
23:01.278,23:03.450,"Atentos a lo que di, por favor, a todos.","Beware of what I have given, please, to all."
23:11.340,23:13.720,De mí no te escapas.,You don't run away from me.
23:21.980,23:28.948,Yo nunca se me han pito nada.,I've never had anything to do with it.
23:28.964,23:33.320,"¿Pezón, qué te dice tu serpiente?","Nipple, what does your snake tell you?"
23:34.340,23:35.920,No me dice nada bueno.,He doesn't say anything good to me.
23:36.420,23:37.760,Escúchala.,Listen to her.
23:38.900,23:43.760,Nada bueno sientes mía.,You don't feel good about me.
23:46.740,23:47.836,Es muy difícil esto.,This is very difficult.
23:47.908,23:51.080,"Al principio sí que te decía que tenía dudas y tal, pero ya no.","At first I did tell you I had doubts and such, but not anymore."
23:53.620,23:54.828,¿Dudas de qué?,You doubt what?
23:54.964,23:56.572,De entre Valeria o ella.,Between Valeria and her.
23:56.636,23:58.360,"No, yo quiero pensar que era eso.","No, I want to think it was that."
24:03.900,24:08.564,"Ana, es que yo cada vez que hablo cambio la versión.","Ana, it's just that every time I speak, I change the version."
24:08.612,24:11.636,"Ahora me preocupa una conexión, chicas.","Now I'm worried about a connection, girls."
24:11.748,24:13.000,Ya no sé qué decir.,I don't know what to say anymore.
24:14.380,24:16.532,¿Por qué te preocupa ahora una conexión?,Why are you worried about a connection now?
24:16.676,24:20.676,"No sé, por las frases que estaba diciendo, como que uy, qué difícil, tal.","I don't know, from the phrases I was saying, like, how difficult, so."
24:20.748,24:24.708,Sí que es verdad que el tocarle el pelito y eso lo veo más de conexión.,"It's true that it's true to touch his hair, and I see that more of a connection."
24:24.724,24:27.460,"No lo veo de en plan guarreo bailando, que era lo que no quería ver.","I don't see him dancing, which is what I didn't want to see."
24:27.500,24:28.688,Pero es que esto tampoco lo quiero ver.,But I don't want to see this either.
24:28.764,24:30.620,Es que no quiero ver nada.,I just don't want to see anything.
24:32.080,24:34.504,¿Crees que han conectado un poco más Andrea y él?,Do you think he and Andrea have connected a little more?
24:34.592,24:36.184,Creo que han conectado un poco más.,I think they've connected a little bit more.
24:36.272,24:42.872,Entonces creo que en esa situación sí que puedo empatizar un poco.,Then I think I can empathize a little in that situation.
24:43.016,24:44.072,¿Por qué?,Why?
24:44.256,24:45.900,Porque a mí me ha pasado.,Because it happened to me.
24:46.480,24:55.140,"Entonces, aunque me duela ver lo que puede tener una conexión con otra persona, pues bueno, pues lo puedo entender un poco más.","So, even though it hurts me to see what a connection with another person might have, well, I can understand it a little more."
24:56.240,25:03.180,"No me deja de doler, no me deja de molestar, pero no tengo ese sentimiento de vergüenza de momento.","It does not stop hurting, it does not stop bothering me, but I do not have that feeling of shame at the moment."
25:04.640,25:09.660,"Ana, hay más imágenes para ti.","Ana, there are more images for you."
25:24.490,25:29.190,Hago este llamado para que tú vuelvas.,I make this call for you to come back.
25:37.530,25:38.962,Ese era el que estaba al lado de David.,That was the one next to David.
25:39.026,25:39.910,Lo sabía.,I knew it.
25:40.730,25:43.750,"Mili, Mili, la cata, la cata.","Mili, Mili, the tasting, the tasting."
25:45.850,25:46.674,Qué vergüenza.,Shame on you.
25:46.722,25:47.870,Todos saben lo mismo.,They all know the same thing.
25:52.360,25:59.968,"Escucha, que esto Oye, eres un bicho tú.","Listen, this, hey, you're a bug."
26:00.064,26:01.056,Mañana toca jacuzzi.,It's hot tub tomorrow.
26:01.088,26:02.736,"Pasa a tu habitación, te voy a llevar.","Come to your room, I'll take you."
26:02.768,26:03.520,Eso te lo digo.,I'm telling you that.
26:03.600,26:07.024,Estoy en el borde del precipicio haciendo equilibrio.,"I'm on the edge of the cliff, balancing."
26:07.072,26:10.660,"Pues ya cae, ya palo ha metido.","He's already down, he's already in."
26:11.400,26:13.104,Sustí en el límite ya.,I stood on the edge now.
26:13.272,26:14.320,Bañate por esto.,Take a bath for this.
26:14.360,26:25.608,Y a Cushi al límite del precipicio va a estar.,And Cushi at the edge of the cliff will be there.
26:25.624,26:27.380,Ya te lo digo porque lo voy a empujar yo.,I'm telling you because I'm going to push it.
26:32.240,26:38.700,Esto es lo que no quería Noel.,This is what Noel didn't want.
26:40.400,26:41.688,No lo quería ver así.,I didn't want to see it that way.
26:41.744,26:42.454,Y ya está.,That's it.
26:42.552,26:51.562,"Ya venía preparada para verlo encima ya cosas que salen de él que aún me duelen el triple, obviamente, porque sale de él.","I was already ready to see it and things that come out of it that still hurt me three times, obviously, because it comes out of it."
26:51.746,26:53.706,"No es un juego, no sale de ella.","It's not a game, it doesn't come out of it."
26:53.818,26:55.630,Ya es algo de su boca.,It's already something in his mouth.
26:59.090,27:00.870,Estoy que no quiero llorar otra vez.,I don't want to cry again.
27:01.650,27:03.306,"Pues sí, es bueno llorar.","Well, yes, it's good to cry."
27:03.498,27:04.430,Es bueno.,It's good.
27:06.290,27:07.034,Le tienes que sacar.,You have to get him out.
27:07.082,27:08.988,"Sácalo, Ana, eres persona.","Take it out, Ana, you're a person."
27:09.154,27:10.056,Ya está.,That's it.
27:10.208,27:11.688,Es que no lo reconozco.,I just don't recognize him.
27:11.784,27:12.460,Normal.,Normal.
27:13.200,27:15.032,"Es que no es mi novio, tío.","He's just not my boyfriend, man."
27:15.176,27:17.100,"Es como si fuese otra persona, igual.","It's like he's someone else, anyway."
27:23.520,27:25.460,¿Qué le dirías a Borja ahora mismo?,What would you say to Borja right now?
27:29.840,27:35.572,"Le diría que sea consciente de lo que está haciendo y que lo que haga, que no se arrepienta.","I'd tell you to be aware of what you're doing and whatever you do, don't regret it."
27:35.736,27:40.560,"Porque yo para mí, un beso un beso tiene muchísimo valor.","'Cause for me, a kiss a kiss has a lot of value."
27:41.300,27:43.084,Por eso yo no lo he dado todavía.,That's why I haven't given it yet.
27:43.132,27:47.040,"Porque para mí tiene un valor increíble, un significado muy grande.","Because for me it has an incredible value, a very great meaning."
27:47.460,27:51.400,"Entonces, si lo da, que esté seguro de que lo doña.","Then, if you do, be sure you do."
27:52.020,27:56.812,"Que no sea una tontería, ni un calentón, ni un ah, que creía que era una conexión.","Let it not be foolish, nor a warm, nor an ah, which I thought was a connection."
27:56.876,27:59.772,"No, que si la cague, que la cague de verdad.","No, if I screw it up, I'll fuck it up for real."
27:59.836,28:02.100,Con dos cojones y con todas las de la ley.,With two balls and all the law's.
28:03.550,28:09.210,"Ana, no hay más imágenes para ti.","Ana, there are no more images for you."
28:09.790,28:10.570,Gracias.,Thank you.
28:14.990,28:18.870,Llevo tres años y medio con Borja y la verdad que parece otra persona.,I've been with Borja for three and a half years and the truth that seems to be someone else.
28:18.950,28:20.118,Completamente diferente.,Completely different.
28:20.214,28:25.650,"Espero que algún día me pueda explicar qué es lo que le pasa por la cabeza, porque sinceramente, no sé quién es.","I hope one day you can explain to me what's going on in your head, because honestly, I don't know who it is."
28:28.900,28:30.080,Es tu turno.,It's your turn.
28:31.220,28:37.840,En la anterior hoguera fuiste congelada y no pudiste ver imágenes de Nico.,At the previous bonfire you were frozen and you couldn't see any images of Nico.
28:38.420,28:48.720,Este gesto ha provocado en ti un sinfín de dudas y además te ha ayudado a pensar que Nico se ha podido dejar llevar debajo de las sábanas.,"This gesture has given you endless doubts, and it has also helped you to think that Nico could have been carried under the sheets."
28:49.780,28:51.520,¿Qué esperas ver esta noche?,What do you expect to see tonight?
28:52.500,29:00.138,"Realidad de lo que quiero ver es un único que ponga límites, que frene, que sepa dónde está, que sea consciente, que se acuerde de Ruth.","Reality of what I want to see is a single one who sets limits, who stops, who knows where he is, who is aware, who remembers Ruth."
29:00.314,29:05.562,"La realidad que sé que voy a ver, pues es único, que se lo está pasando bien, que aumenta su conexión.","The reality that I know I will see, for it is unique, that you are having a good time, that increases your connection."
29:05.706,29:09.514,"Espero equivocarme, sinceramente, con la persona de debajo de la sábana.","I hope to be mistaken, sincerely, with the person under the sheet."
29:09.642,29:18.510,"Y si lo es, pues no sé, Sandra, no te podría decir cómo podría reaccionar Ruth.","And if it is, then I don't know, Sandra, I couldn't tell you how Ruth might react."
29:20.440,29:22.660,¿Hay imágenes de Nico para ti?,Are there any pictures of Nico for you?
29:23.000,29:25.024,¿Quieres verla sola o con tus compañeras?,Do you want to see her alone or with your companions?
29:25.072,29:26.100,Con mi compañera.,With my partner.
29:29.240,29:33.220,"Ojo, por favor, por favor, por favor.","Eye, please, please, please."
29:37.720,29:39.460,"Nicolás, por Dios.","Nicholas, for God's sake."
29:45.500,29:47.268,"Hostia, el movimiento de Pauli.","Holy shit, Pauli's move."
29:57.180,29:58.080,"No, no.","No, no."
30:07.980,30:09.860,A mí me gusta mucho recibir cariño.,I really like to be fond of you.
30:09.940,30:11.560,Soy muy mimoso.,I'm very cuddly.
30:15.420,30:23.540,Eres un diab esta mierda diasto.,"You're a diab, this diasto shit."
30:30.920,30:32.576,"Sandra, voy a hablarte ya directamente.","Sandra, I'm going to talk to you straight away."
30:32.608,30:33.472,Me da asco.,It disgusts me.
30:33.616,30:34.880,Esas imágenes me dan asco.,Those images disgust me.
30:34.960,30:37.940,Sigo viendo al mismo niño que vi en la primera hoguera.,I still see the same boy I saw at the first bonfire.
30:38.440,30:39.040,¿Por qué?,Why?
30:39.080,30:39.700,¿Ruth?,Ruth?
30:40.280,30:41.024,Porque sí.,Because.
30:41.072,30:47.016,"Porque le he dado la suerte de traer mi vida, de conocerme, de conocer mis valores, de conocer realmente una mujer que lo quiere de verdad.","Because I have given him the good fortune to bring my life, to know me, to know my values, to really know a woman who really loves him."
30:47.208,30:51.560,Y llegar aquí y verme con el puto hielo.,And get here and see me with the fucking ice.
30:51.720,30:52.696,¿Qué haces con el hielo?,What are you doing with the ice?
30:52.728,30:54.264,¿Sabiendo lo que eso me puede llegar a molestar?,Knowing what that might bother me?
30:54.312,30:55.180,¿Qué haces?,What are you doing?
30:55.920,30:56.584,¿Qué haces?,What are you doing?
30:56.632,30:57.900,Que no eres un niño.,That you're not a child.
30:58.320,31:00.168,"Madura, tío, y conquístala de otra manera.","Grow up, man, and conquer it another way."
31:00.184,31:02.344,"O que te conquiste de otra manera, no con el hielo.","Or that you're in another way, not with the ice."
31:02.472,31:03.980,"E innova, innova.","And he innovates, he innovates."
31:04.400,31:05.864,¿Por qué crees que lo hace?,Why do you think he does it?
31:06.032,31:07.384,"Porque es un niño, Sandra.","'Cause he's a kid, Sandra."
31:07.432,31:07.976,Porque es un niño.,'Cause he's a kid.
31:08.008,31:08.232,¿Por qué?,Why?
31:08.256,31:10.360,"No está pensando con el cerebro, está pensando con lo de abajo.","He's not thinking with the brain, he's thinking with the bottom."
31:10.440,31:11.096,¿Y por qué?,And why?
31:11.168,31:11.608,Porque sí.,Because.
31:11.624,31:13.456,Porque no tiene personalidad y se deja influenciar.,Because he has no personality and lets himself be influenced.
31:13.608,31:16.740,"Y por el ambiente de la villa, él venga, pa'lante.","And for the atmosphere of the village, he comes, pa'lante."
